FREQ,FREQ_LABEL,REF_AREA,Country,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,PERIOD,PERIOD_LABEL,WELFARE_TYPE,WELFARE_TYPE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,21.05251,,,,,18.7853,,,,,,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,17.73136,,,,,22.92524,,,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,18.7853,,,,,26.12091,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,17.86822,,,,,19.34048,,,,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,19.34048,,,,,26.46581,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,17.36183,,,,,22.97648,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,18.14068,,,,,18.23781,,,,,,,,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,17.75559,,,,,17.02361,,,,,,,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,17.69438,,,,,18.44764,,,,,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,17.02361,,,,,21.20184,,,,,
A,Annual,HUN,Hungary,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,18.44764,,,,,24.76334,,,
A,Annual,IDN,Indonesia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_14,Period: 2014-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,4.241813,,,,5.429868,,,,
A,Annual,IDN,Indonesia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_21,Period: 2015-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,4.502412,,,,5.535277,,,
A,Annual,IDN,Indonesia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_37,Period: 2017-2022,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,5.148569,,,,,5.798005
A,Annual,IDN,Indonesia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_44,Period: 2011-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,3.78625,,,4.241813,,,,,,,,
A,Annual,IDN,Indonesia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_45,Period: 2015-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,4.502412,,5.148569,,,,,
A,Annual,IND,India,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_46,Period: 2004-2011,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,2.407386,,,,,,,3.056021,,,,,,,,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,37.10418,,,,,39.22874,,,,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,39.22874,,,,,49.20636,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,35.70108,,,,,44.72756,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,41.12805,,,,,35.65579,,,,,,,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,38.20895,,,,,37.51309,,,,,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,35.67553,,,,,40.21774,,,,,,
A,Annual,IRL,Ireland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,35.65579,,,,,43.78489,,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_2,Period: 2014-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,11.36143,,,12.16344,,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_26,Period: 2009-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,12.03875,,,,11.61728,,,,,,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_29,Period: 2013-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,11.61728,,,11.36915,,,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,11.61728,,,,,11.30805,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,12.03875,,,,,11.36143,,,,,,,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,11.36143,,,,,10.58809,,,
A,Annual,IRQ,Iraq,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_47,Period: 2006-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,9.105328,,,,,,9.614323,,,,,,,,,,
A,Annual,ISL,Iceland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,42.80148,,,,,49.45949,,,,,,,
A,Annual,ISL,Iceland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,51.64946,,,,,43.21586,,,,,,,,,,
A,Annual,ISL,Iceland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,46.46083,,,,,46.06747,,,,,,,,
A,Annual,ISL,Iceland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,43.21586,,,,,56.45055,,,,,
A,Annual,ISR,Israel,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_18,Period: 2010-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,25.10354,,,,,,30.9525,,,,,,
A,Annual,ISR,Israel,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,28.32875,,,,,33.64547,,,,
A,Annual,ISR,Israel,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_42,Period: 2012-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,26.82665,,,,30.9525,,,,,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,41.0023,,,,,39.32907,,,,,,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,39.32907,,,,,41.75572,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,38.12155,,,,,40.65199,,,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,42.55565,,,,,38.27322,,,,,,,,,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,41.89909,,,,,38.2611,,,,,,,,
A,Annual,ITA,Italy,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,38.27322,,,,,40.47341,,,,,
A,Annual,JOR,Jordan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_48,Period: 2006-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,11.91961,,,,13.39201,,,,,,,,,,,,
A,Annual,JOR,Jordan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_49,Period: 2008-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,12.07203,,13.39201,,,,,,,,,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,7.952517,,,,,10.82195,,,,,,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,8.430737,,,,,10.0616,,,,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_26,Period: 2009-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,7.951996,,,,10.82195,,,,,,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,10.82195,,,,,10.41767,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_48,Period: 2006-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,6.793869,,,,8.430737,,,,,,,,,,,,
A,Annual,KAZ,Kazakhstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,10.23297,,,,,9.904097,,,,,
A,Annual,KEN,Kenya,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,3.098574,,,,,2.685121,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_1,Period: 2008-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,5.408037,,,,5.197904,,,,,,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,5.268276,,,,,5.093955,,,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,5.093955,,,,,5.433074,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,5.005004,,,,,5.669188,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,4.495176,,,,,5.337806,,,,,,,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,5.457591,,,,,5.298585,,,,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,5.337806,,,,,5.305892,,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.197904,,,,,5.334528,,,,,
A,Annual,KGZ,Kyrgyzstan,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,5.298585,,,,,5.837231,,,
A,Annual,KOR,"South Korea",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_42,Period: 2012-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,34.52825,,,,37.62031,,,,,,
A,Annual,LAO,Lao PDR,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,3.250357,,,,,4.162461,,,,,,,,,,
A,Annual,LAO,Lao PDR,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_50,Period: 2012-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,4.162461,,,,,,4.757384,,,,
A,Annual,LKA,Sri Lanka,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_42,Period: 2012-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.727975,,,,6.587772,,,,,,
A,Annual,LKA,Sri Lanka,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_43,Period: 2009-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,5.24409,,,5.727975,,,,,,,,,,
A,Annual,LKA,Sri Lanka,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_47,Period: 2006-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,4.891205,,,,,,5.727975,,,,,,,,,,
A,Annual,LKA,Sri Lanka,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_51,Period: 2006-2009,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,4.891205,,,5.24409,,,,,,,,,,,,,
A,Annual,LKA,Sri Lanka,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_52,Period: 2016-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.587772,,,6.91304,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,16.8479,,,,,22.59958,,,,,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,22.59958,,,,,33.99869,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,19.26231,,,,,28.01988,,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,16.66846,,,,,18.01984,,,,,,,,,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,19.69227,,,,,18.5868,,,,,,,,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,17.44671,,,,,20.51596,,,,,,,,
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,18.5868,,,,,25.62179,,,,,
